month,level_1,level_2,value
2010-01,All Items,Household Durables & Services,82.426
2010-01,All Items,Health Care,81.262
2010-01,All Items,Transport,78.71
2010-01,All Items,Communication,103.081
2010-01,All Items,Recreation & Culture,92.411
2010-01,All Items,Education,73.251
2010-01,All Items,Miscellaneous Goods & Services,93.239
2010-02,All Items,Food,82.825
2010-02,All Items,Food Excl Food Serving Services,83.153
2010-02,All Items,Food Serving Services,82.689
2010-02,All Items,Clothing & Footwear,95.278
2010-02,All Items,Housing & Utilities,91.986
2010-02,All Items,Household Durables & Services,82.408
2010-02,All Items,Health Care,81.182
2010-02,All Items,Transport,78.993
2010-02,All Items,Communication,105.359
2010-02,All Items,Recreation & Culture,93.555
2010-02,All Items,Education,73.87
2010-02,All Items,Miscellaneous Goods & Services,92.885
2010-03,All Items,Food,82.669
2010-03,All Items,Food Excl Food Serving Services,82.588
2010-03,All Items,Food Serving Services,82.789
2010-03,All Items,Clothing & Footwear,98.053
2010-03,All Items,Housing & Utilities,91.373
2010-03,All Items,Household Durables & Services,82.59
2010-03,All Items,Health Care,81.285
2010-03,All Items,Transport,79.831
2010-03,All Items,Communication,105.709
2010-03,All Items,Recreation & Culture,93.069
2010-03,All Items,Education,73.878
2010-03,All Items,Miscellaneous Goods & Services,93.434
2010-04,All Items,Food,82.793
2010-04,All Items,Food Excl Food Serving Services,82.791
2010-04,All Items,Food Serving Services,82.863
2010-04,All Items,Clothing & Footwear,97.934
2010-04,All Items,Housing & Utilities,92.525
2010-04,All Items,Household Durables & Services,82.571
2010-04,All Items,Health Care,81.728
2010-04,All Items,Transport,82.466
2010-04,All Items,Communication,103.461
2010-04,All Items,Recreation & Culture,94.092
2010-04,All Items,Education,74.06
2010-04,All Items,Miscellaneous Goods & Services,93.521
2010-05,All Items,Food,82.871
2010-05,All Items,Food Excl Food Serving Services,82.976
2010-05,All Items,Food Serving Services,82.875
2010-05,All Items,Clothing & Footwear,97.197
2010-05,All Items,Housing & Utilities,92.783
2010-05,All Items,Household Durables & Services,82.532
2010-05,All Items,Health Care,81.787
2010-05,All Items,Transport,85.229
2010-05,All Items,Communication,103.362
2010-05,All Items,Recreation & Culture,93.793
2010-05,All Items,Education,74.06
2010-05,All Items,Miscellaneous Goods & Services,93.312
2010-06,All Items,Food,82.869
2010-06,All Items,Food Excl Food Serving Services,82.908
2010-06,All Items,Food Serving Services,82.914
2010-06,All Items,Clothing & Footwear,93.94
2010-06,All Items,Housing & Utilities,91.217
2010-06,All Items,Household Durables & Services,82.477
2010-06,All Items,Health Care,82.01
2010-06,All Items,Transport,82.947
2010-06,All Items,Communication,104.662
2010-06,All Items,Recreation & Culture,93.261
2010-06,All Items,Education,74.06
2010-06,All Items,Miscellaneous Goods & Services,93.019
2010-07,All Items,Food,83.163
2010-07,All Items,Food Excl Food Serving Services,83.393
2010-07,All Items,Food Serving Services,83.09
2010-07,All Items,Clothing & Footwear,97.124
2010-07,All Items,Housing & Utilities,93.809
2010-07,All Items,Household Durables & Services,82.657
2010-07,All Items,Health Care,82.67
2010-07,All Items,Transport,84.343
2010-07,All Items,Communication,104.636
2010-07,All Items,Recreation & Culture,93.632
2010-07,All Items,Education,74.778
2010-07,All Items,Miscellaneous Goods & Services,93.132
2010-08,All Items,Food,83.281
2010-08,All Items,Food Excl Food Serving Services,83.67
2010-08,All Items,Food Serving Services,83.108
2010-08,All Items,Clothing & Footwear,99.562
2010-08,All Items,Housing & Utilities,94.105
2010-08,All Items,Household Durables & Services,82.842
2010-08,All Items,Health Care,82.715
2010-08,All Items,Transport,84.964
2010-08,All Items,Communication,105.639
2010-08,All Items,Recreation & Culture,93.717
2010-08,All Items,Education,75.433
2010-08,All Items,Miscellaneous Goods & Services,93.876
2010-09,All Items,Food,83.372
2010-09,All Items,Food Excl Food Serving Services,83.744
2010-09,All Items,Food Serving Services,83.209
2010-09,All Items,Clothing & Footwear,97.719
2010-09,All Items,Housing & Utilities,94.552
2010-09,All Items,Household Durables & Services,82.823
2010-09,All Items,Health Care,82.643
2010-09,All Items,Transport,84.768
2010-09,All Items,Communication,105.833
2010-09,All Items,Recreation & Culture,93.952
2010-09,All Items,Education,75.453
2010-09,All Items,Miscellaneous Goods & Services,93.709
2010-10,All Items,Food,83.525
2010-10,All Items,Food Excl Food Serving Services,83.947
2010-10,All Items,Food Serving Services,83.332
2010-10,All Items,Clothing & Footwear,99.187
2010-10,All Items,Housing & Utilities,95.104
2010-10,All Items,Household Durables & Services,83.187
2010-10,All Items,Health Care,82.906
2010-10,All Items,Transport,85.434
2010-10,All Items,Communication,104.911
2010-10,All Items,Recreation & Culture,94.633
2010-10,All Items,Education,75.619
2010-10,All Items,Miscellaneous Goods & Services,93.99
2010-11,All Items,Food,83.617
2010-11,All Items,Food Excl Food Serving Services,84.164
2010-11,All Items,Food Serving Services,83.346
2010-11,All Items,Clothing & Footwear,99.786
2010-11,All Items,Housing & Utilities,95.602
2010-11,All Items,Household Durables & Services,83.246
2010-11,All Items,Health Care,82.911
2010-11,All Items,Transport,85.814
2010-11,All Items,Communication,105.054
2010-11,All Items,Recreation & Culture,95.243
2010-11,All Items,Education,75.745
2010-11,All Items,Miscellaneous Goods & Services,94.209
2010-12,All Items,Food,83.796
2010-12,All Items,Food Excl Food Serving Services,84.114
2010-12,All Items,Food Serving Services,83.667
2010-12,All Items,Clothing & Footwear,96.623
2010-12,All Items,Housing & Utilities,94.539
2010-12,All Items,Household Durables & Services,83.178
2010-12,All Items,Health Care,82.939
2010-12,All Items,Transport,88.013
2010-12,All Items,Communication,105.123
2010-12,All Items,Recreation & Culture,95.756
2010-12,All Items,Education,75.745
2010-12,All Items,Miscellaneous Goods & Services,93.955
2011-01,All Items,Food,84.562
2011-01,All Items,Food Excl Food Serving Services,85.684
2011-01,All Items,Food Serving Services,83.934
2011-01,All Items,Clothing & Footwear,96.137
2011-01,All Items,Housing & Utilities,97.327
2011-01,All Items,Household Durables & Services,84.13
2011-01,All Items,Health Care,83.618
2011-01,All Items,Transport,93.135
2011-01,All Items,Communication,103.666
2011-01,All Items,Recreation & Culture,91.871
2011-01,All Items,Education,76.732
2011-01,All Items,Miscellaneous Goods & Services,94.224
2011-02,All Items,Food,84.93
2011-02,All Items,Food Excl Food Serving Services,86.252
2011-02,All Items,Food Serving Services,84.177
2011-02,All Items,Clothing & Footwear,96.412
2011-02,All Items,Housing & Utilities,97.891
2011-02,All Items,Household Durables & Services,85.976
2011-02,All Items,Health Care,83.649
2011-02,All Items,Transport,90.996
2011-02,All Items,Communication,103.532
2011-02,All Items,Recreation & Culture,92.088
2011-02,All Items,Education,76.896
2011-02,All Items,Miscellaneous Goods & Services,93.811
2011-03,All Items,Food,84.838
2011-03,All Items,Food Excl Food Serving Services,85.368
2011-03,All Items,Food Serving Services,84.579
2011-03,All Items,Clothing & Footwear,98.88
2011-03,All Items,Housing & Utilities,98.497
2011-03,All Items,Household Durables & Services,86.238
2011-03,All Items,Health Care,83.579
2011-03,All Items,Transport,90.491
2011-03,All Items,Communication,103.131
2011-03,All Items,Recreation & Culture,92.125
2011-03,All Items,Education,76.89
2011-03,All Items,Miscellaneous Goods & Services,94.492
2011-04,All Items,Food,85.177
2011-04,All Items,Food Excl Food Serving Services,85.715
2011-04,All Items,Food Serving Services,84.913
2011-04,All Items,Clothing & Footwear,98.441
2011-04,All Items,Housing & Utilities,97.686
2011-04,All Items,Household Durables & Services,88.01
2011-04,All Items,Health Care,83.914
2011-04,All Items,Transport,92.083
2011-04,All Items,Communication,103.074
2011-04,All Items,Recreation & Culture,92.627
2011-04,All Items,Education,77.012
2011-04,All Items,Miscellaneous Goods & Services,94.489
2011-05,All Items,Food,85.171
2011-05,All Items,Food Excl Food Serving Services,85.565
2011-05,All Items,Food Serving Services,84.997
2011-05,All Items,Clothing & Footwear,97.751
2011-05,All Items,Housing & Utilities,100.912
2011-05,All Items,Household Durables & Services,88.758
2011-05,All Items,Health Care,83.81
2011-05,All Items,Transport,91.577
2011-05,All Items,Communication,103.077
2011-05,All Items,Recreation & Culture,91.789
2011-05,All Items,Education,77.011
2011-05,All Items,Miscellaneous Goods & Services,94.248
2011-06,All Items,Food,85.427
2011-06,All Items,Food Excl Food Serving Services,86.012
2011-06,All Items,Food Serving Services,85.133
2011-06,All Items,Clothing & Footwear,94.918
2011-06,All Items,Housing & Utilities,99.934
2011-06,All Items,Household Durables & Services,88.773
2011-06,All Items,Health Care,83.857
2011-06,All Items,Transport,91.557
2011-06,All Items,Communication,102.951
2011-06,All Items,Recreation & Culture,92.254
2011-06,All Items,Education,77.027
2011-06,All Items,Miscellaneous Goods & Services,93.924
2011-07,All Items,Food,85.639
2011-07,All Items,Food Excl Food Serving Services,85.938
2011-07,All Items,Food Serving Services,85.525
2011-07,All Items,Clothing & Footwear,96.39
2011-07,All Items,Housing & Utilities,103.425
2011-07,All Items,Household Durables & Services,88.957
2011-07,All Items,Health Care,84.128
2011-07,All Items,Transport,94.048
2011-07,All Items,Communication,103.068
2011-07,All Items,Recreation & Culture,92.051
2011-07,All Items,Education,77.282
2011-07,All Items,Miscellaneous Goods & Services,94.395
2011-08,All Items,Food,85.779
2011-08,All Items,Food Excl Food Serving Services,86.145
2011-08,All Items,Food Serving Services,85.624
2011-08,All Items,Clothing & Footwear,99.067
2011-08,All Items,Housing & Utilities,104.266
2011-08,All Items,Household Durables & Services,89.024
2011-08,All Items,Health Care,84.199
2011-08,All Items,Transport,95.544
2011-08,All Items,Communication,103.029
2011-08,All Items,Recreation & Culture,92.672
2011-08,All Items,Education,77.851
2011-08,All Items,Miscellaneous Goods & Services,94.682
2011-09,All Items,Food,85.973
2011-09,All Items,Food Excl Food Serving Services,86.49
2011-09,All Items,Food Serving Services,85.723
2011-09,All Items,Clothing & Footwear,97.776
2011-09,All Items,Housing & Utilities,104.42
2011-09,All Items,Household Durables & Services,89.011
2011-09,All Items,Health Care,84.262
2011-09,All Items,Transport,94.447
2011-09,All Items,Communication,102.932
2011-09,All Items,Recreation & Culture,92.447
2011-09,All Items,Education,77.877
2011-09,All Items,Miscellaneous Goods & Services,94.535
2011-10,All Items,Food,86.443
2011-10,All Items,Food Excl Food Serving Services,86.865
2011-10,All Items,Food Serving Services,86.252
2011-10,All Items,Clothing & Footwear,98.385
2011-10,All Items,Housing & Utilities,105.319
2011-10,All Items,Household Durables & Services,89.2
2011-10,All Items,Health Care,84.488
2011-10,All Items,Transport,94.392
2011-10,All Items,Communication,103.09
2011-10,All Items,Recreation & Culture,92.734
2011-10,All Items,Education,77.828
2011-10,All Items,Miscellaneous Goods & Services,94.909
2011-11,All Items,Food,86.588
2011-11,All Items,Food Excl Food Serving Services,87.091
2011-11,All Items,Food Serving Services,86.347
2011-11,All Items,Clothing & Footwear,99.19
2011-11,All Items,Housing & Utilities,105.952
2011-11,All Items,Household Durables & Services,89.466
2011-11,All Items,Health Care,84.753
2011-11,All Items,Transport,95.716
2011-11,All Items,Communication,103.192
2011-11,All Items,Recreation & Culture,93.594
2011-11,All Items,Education,77.831
2011-11,All Items,Miscellaneous Goods & Services,94.597
2011-12,All Items,Food,86.885
2011-12,All Items,Food Excl Food Serving Services,87.676
2011-12,All Items,Food Serving Services,86.464
2011-12,All Items,Clothing & Footwear,96.671
2011-12,All Items,Housing & Utilities,104.703
2011-12,All Items,Household Durables & Services,89.367
2011-12,All Items,Health Care,85.171
2011-12,All Items,Transport,96.841
2011-12,All Items,Communication,103.16
2011-12,All Items,Recreation & Culture,94.799
2011-12,All Items,Education,77.835
2011-12,All Items,Miscellaneous Goods & Services,94.404
2012-01,All Items,Food,87.781
2012-01,All Items,Food Excl Food Serving Services,89.598
2012-01,All Items,Food Serving Services,86.722
2012-01,All Items,Clothing & Footwear,97.379
2012-01,All Items,Housing & Utilities,107.319
2012-01,All Items,Household Durables & Services,89.5
2012-01,All Items,Health Care,86.214
2012-01,All Items,Transport,96.386
2012-01,All Items,Communication,103.174
2012-01,All Items,Recreation & Culture,94.034
2012-01,All Items,Education,79.581
2012-01,All Items,Miscellaneous Goods & Services,94.844
2012-02,All Items,Food,87.152
2012-02,All Items,Food Excl Food Serving Services,87.823
2012-02,All Items,Food Serving Services,86.807
2012-02,All Items,Clothing & Footwear,98.055
2012-02,All Items,Housing & Utilities,107.903
2012-02,All Items,Household Durables & Services,89.455
2012-02,All Items,Health Care,86.592
2012-02,All Items,Transport,95.001
2012-02,All Items,Communication,103.086
2012-02,All Items,Recreation & Culture,93.455
2012-02,All Items,Education,79.716
2012-02,All Items,Miscellaneous Goods & Services,94.922
2012-03,All Items,Food,87.102
2012-03,All Items,Food Excl Food Serving Services,87.617
2012-03,All Items,Food Serving Services,86.854
2012-03,All Items,Clothing & Footwear,100.165
2012-03,All Items,Housing & Utilities,108.319
2012-03,All Items,Household Durables & Services,89.459
2012-03,All Items,Health Care,86.758
2012-03,All Items,Transport,98.289
2012-03,All Items,Communication,103.066
2012-03,All Items,Recreation & Culture,93.226
2012-03,All Items,Education,79.73
2012-03,All Items,Miscellaneous Goods & Services,95.128
2012-04,All Items,Food,87.218
2012-04,All Items,Food Excl Food Serving Services,87.738
2012-04,All Items,Food Serving Services,86.966
2012-04,All Items,Clothing & Footwear,99.727
2012-04,All Items,Housing & Utilities,109.518
